year,state,state_po,office,district,candidate,party,writein,candidatevotes,totalvotes,percentvotes
1992,MASSACHUSETTS,MA,US HOUSE,2,THOMAS R SHEEHAN,FOR THE PEOPLE,FALSE,38963,247163,0.157640909
1992,MASSACHUSETTS,MA,US HOUSE,3,JOSEPH D EARLY,DEMOCRAT,FALSE,115587,260932,0.442977481
1992,MASSACHUSETTS,MA,US HOUSE,3,LEONARD J UMINA,INDEPENDENT VOTERS,FALSE,9691,260932,0.037139945
1992,MASSACHUSETTS,MA,US HOUSE,3,MICHAEL T MOORE,NATURAL LAW,FALSE,4130,260932,0.015827879
1992,MASSACHUSETTS,MA,US HOUSE,3,OTHER,,FALSE,51,260932,0.000195453
1992,MASSACHUSETTS,MA,US HOUSE,3,PETER BLUTE,REPUBLICAN,FALSE,131473,260932,0.503859243
1992,MASSACHUSETTS,MA,US HOUSE,4,BARNEY FRANK,DEMOCRAT,FALSE,182633,269812,0.676889834
1992,MASSACHUSETTS,MA,US HOUSE,4,DENNIS J INGALLS,FREEDOM FOR LAROUCHE,FALSE,2797,269812,0.010366477
1992,MASSACHUSETTS,MA,US HOUSE,4,EDWARD J MCCORMICK III,REPUBLICAN,FALSE,70665,269812,0.261904585
1992,MASSACHUSETTS,MA,US HOUSE,4,LUKE LUMINA,INDEPENDENT VOTERS,FALSE,13670,269812,0.050664907
1992,MASSACHUSETTS,MA,US HOUSE,4,OTHER,,FALSE,47,269812,0.000174195
1992,MASSACHUSETTS,MA,US HOUSE,5,DAVID E COLEMAN,UNENROLLED,FALSE,7214,256564,0.028117741
1992,MASSACHUSETTS,MA,US HOUSE,5,MARTIN T MEEHAN,DEMOCRAT,FALSE,133844,256564,0.521678801
1992,MASSACHUSETTS,MA,US HOUSE,5,MARY J FARINELLI,INDEPENDENT,FALSE,19077,256564,0.074355716
1992,MASSACHUSETTS,MA,US HOUSE,5,OTHER,,FALSE,223,256564,0.000869179
1992,MASSACHUSETTS,MA,US HOUSE,5,PAUL W CRONIN,REPUBLICAN,FALSE,96206,256564,0.374978563
1992,MASSACHUSETTS,MA,US HOUSE,6,NICHOLAS MAVROULES,DEMOCRAT,FALSE,130248,290312,0.448648351
1992,MASSACHUSETTS,MA,US HOUSE,6,OTHER,,FALSE,899,290312,0.003096668
1992,MASSACHUSETTS,MA,US HOUSE,6,PETER G TORKILDSEN,REPUBLICAN,FALSE,159165,290312,0.548254981
1992,MASSACHUSETTS,MA,US HOUSE,7,EDWARD J MARKEY,DEMOCRAT,FALSE,174837,281558,0.620962644
1992,MASSACHUSETTS,MA,US HOUSE,7,OTHER,,FALSE,38,281558,0.000134963
1992,MASSACHUSETTS,MA,US HOUSE,7,ROBERT B ANTONELLI,INDEPENDENT,FALSE,28421,281558,0.100941902
1992,MASSACHUSETTS,MA,US HOUSE,7,STEPHEN A SOHN,REPUBLICAN,FALSE,78262,281558,0.277960491
1992,MASSACHUSETTS,MA,US HOUSE,8,ALICE HARRIETT NAKASH,UNENROLLED,FALSE,30402,180484,0.168447065
1992,MASSACHUSETTS,MA,US HOUSE,8,JOSEPH P KENNEDY II,DEMOCRAT,FALSE,149903,180484,0.830561158
1992,MASSACHUSETTS,MA,US HOUSE,8,OTHER,,FALSE,179,180484,0.000991778
1992,MASSACHUSETTS,MA,US HOUSE,9,JOHN JOSEPH MOAKLEY,DEMOCRAT,FALSE,175550,253634,0.692139067
1992,MASSACHUSETTS,MA,US HOUSE,9,LAWRENCE C MACKIN,INDEPENDENT,FALSE,15637,253634,0.061651829
1992,MASSACHUSETTS,MA,US HOUSE,9,MARTIN D CONBOY,REPUBLICAN,FALSE,54291,253634,0.214052532
1992,MASSACHUSETTS,MA,US HOUSE,9,OTHER,,FALSE,72,253634,0.000283874
1992,MASSACHUSETTS,MA,US HOUSE,9,ROBERT W HORAN,INDEPENDENT,FALSE,8084,253634,0.031872698
1992,MASSACHUSETTS,MA,US HOUSE,10,DANIEL W DALY,REPUBLICAN,FALSE,75887,311650,0.243500722
1992,MASSACHUSETTS,MA,US HOUSE,10,GERRY E STUDDS,DEMOCRAT,FALSE,189342,311650,0.607546928
1992,MASSACHUSETTS,MA,US HOUSE,10,JON L BRYAN,UNENROLLED,FALSE,39265,311650,0.125990695
1992,MASSACHUSETTS,MA,US HOUSE,10,MICHAEL P UMINA,INDEPENDENT VOTERS,FALSE,6020,311650,0.019316541
1992,MASSACHUSETTS,MA,US HOUSE,10,OTHER,,FALSE,30,311650,9.62618E-05
1992,MASSACHUSETTS,MA,US HOUSE,10,ROBERT W KNAPP,FREEDOM FOR LAROUCHE,FALSE,1106,311650,0.003548853
1992,MICHIGAN,MI,US HOUSE,1,BART STUPAK,DEMOCRAT,FALSE,144857,268619,0.539265651
1992,MICHIGAN,MI,US HOUSE,1,GERALD AYDLOTT,LIBERTARIAN,FALSE,4094,268619,0.015240917
1992,MICHIGAN,MI,US HOUSE,1,LYMAN CLARK,NATURAL LAW,FALSE,2570,268619,0.009567454
1992,MICHIGAN,MI,US HOUSE,1,PHILIP E RUPPE,REPUBLICAN,FALSE,117056,268619,0.435769622
1992,MICHIGAN,MI,US HOUSE,1,WRITEIN,,TRUE,42,268619,0.000156355
1992,MICHIGAN,MI,US HOUSE,2,DICK JACOBS,LIBERTARIAN,FALSE,4840,246761,0.019614121
1992,MICHIGAN,MI,US HOUSE,2,JOHN H MILTNER,DEMOCRAT,FALSE,86265,246761,0.349589279
1992,MICHIGAN,MI,US HOUSE,2,PETER HOEKSTRA,REPUBLICAN,FALSE,155577,246761,0.630476453
1992,MICHIGAN,MI,US HOUSE,2,WRITEIN,,TRUE,79,246761,0.000320148
1992,MICHIGAN,MI,US HOUSE,3,CAROL S KOOISTRA,DEMOCRAT,FALSE,95927,264948,0.362059725
1992,MICHIGAN,MI,US HOUSE,3,PAUL B HENRY,REPUBLICAN,FALSE,162451,264948,0.613142956
1992,MICHIGAN,MI,US HOUSE,3,RICHARD WHITELOCK,LIBERTARIAN,FALSE,3232,264948,0.01219862
1992,MICHIGAN,MI,US HOUSE,3,SUSAN NORMANDIN,NATURAL LAW,FALSE,3228,264948,0.012183523
1992,MICHIGAN,MI,US HOUSE,3,WRITEIN,,TRUE,110,264948,0.000415176
1992,MICHIGAN,MI,US HOUSE,4,DAVE CAMP,REPUBLICAN,FALSE,157337,251539,0.625497438
1992,MICHIGAN,MI,US HOUSE,4,GARY R BRADLEY,LIBERTARIAN,FALSE,2027,251539,0.008058393
1992,MICHIGAN,MI,US HOUSE,4,JOAN DENNISON,TISCH INDEPENDENT CITIZENS,FALSE,3344,251539,0.013294161
1992,MICHIGAN,MI,US HOUSE,4,LISA A DONALDSON,DEMOCRAT,FALSE,87573,251539,0.348148796
1992,MICHIGAN,MI,US HOUSE,4,THOMAS E LIST,NATURAL LAW,FALSE,1247,251539,0.004957482
1992,MICHIGAN,MI,US HOUSE,4,WRITEIN,,TRUE,11,251539,4.37308E-05
1992,MICHIGAN,MI,US HOUSE,5,JAMES A BARCIA,DEMOCRAT,FALSE,147618,244992,0.602542124
1992,MICHIGAN,MI,US HOUSE,5,KEITH MUXLOW,REPUBLICAN,FALSE,93098,244992,0.380004245
1992,MICHIGAN,MI,US HOUSE,5,LLOYD CLARKE,WORKERS WORLD,FALSE,4270,244992,0.017429141
1992,MICHIGAN,MI,US HOUSE,5,WRITEIN,,TRUE,6,244992,2.44906E-05
1992,MICHIGAN,MI,US HOUSE,6,ANDY DAVIS,DEMOCRAT,FALSE,89020,233112,0.381876523
1992,MICHIGAN,MI,US HOUSE,6,FRED UPTON,REPUBLICAN,FALSE,144083,233112,0.618084869
1992,MICHIGAN,MI,US HOUSE,6,WRITEIN,,TRUE,9,233112,3.86081E-05
1992,MICHIGAN,MI,US HOUSE,7,KENNETH L PROCTOR,LIBERTARIAN,FALSE,18751,152868,0.122661381
1992,MICHIGAN,MI,US HOUSE,7,NICK SMITH,REPUBLICAN,FALSE,133972,152868,0.876390088
1992,MICHIGAN,MI,US HOUSE,7,WRITEIN,,TRUE,145,152868,0.000948531
1992,MICHIGAN,MI,US HOUSE,8,BOB CARR,DEMOCRAT,FALSE,135517,284707,0.475987594
1992,MICHIGAN,MI,US HOUSE,8,DICK CHRYSLER,REPUBLICAN,FALSE,131906,284707,0.46330438
1992,MICHIGAN,MI,US HOUSE,8,FRANK D MCALPINE,NO PARTY AFFILIATION,FALSE,12155,284707,0.042693014
1992,MICHIGAN,MI,US HOUSE,8,MICHAEL E MAROTTA,LIBERTARIAN,FALSE,5115,284707,0.017965839
1992,MICHIGAN,MI,US HOUSE,8,WRITEIN,,TRUE,14,284707,4.91734E-05
1992,MICHIGAN,MI,US HOUSE,9,DALE E KILDEE,DEMOCRAT,FALSE,133956,249530,0.536833247
1992,MICHIGAN,MI,US HOUSE,9,JEROME WHITE,WORKERS WORLD,FALSE,1872,249530,0.007502104
1992,MICHIGAN,MI,US HOUSE,9,KEY HALVERSON,NATURAL LAW,FALSE,1891,249530,0.007578247
1992,MICHIGAN,MI,US HOUSE,9,MEGAN O'NEILL,REPUBLICAN,FALSE,111798,249530,0.448034304
1992,MICHIGAN,MI,US HOUSE,9,WRITEIN,,TRUE,13,249530,5.20979E-05
1992,MICHIGAN,MI,US HOUSE,10,DAVID A WEIDNER,LIBERTARIAN,FALSE,7098,260213,0.027277653
1992,MICHIGAN,MI,US HOUSE,10,DAVID E BONIOR,DEMOCRAT,FALSE,138193,260213,0.531076464
1992,MICHIGAN,MI,US HOUSE,10,DOUGLAS CARL,REPUBLICAN,FALSE,114918,260213,0.44163051
1992,MICHIGAN,MI,US HOUSE,10,WRITEIN,,TRUE,4,260213,1.5372E-05
1992,MICHIGAN,MI,US HOUSE,11,BRIAN RICHARD WRIGHT,LIBERTARIAN,FALSE,4144,293098,0.014138616
1992,MICHIGAN,MI,US HOUSE,11,HENRY OGDEN CLARK,NATURAL LAW,FALSE,2269,293098,0.007741438
1992,MICHIGAN,MI,US HOUSE,11,JOE KNOLLENBERG,REPUBLICAN,FALSE,168940,293098,0.576394244
1992,MICHIGAN,MI,US HOUSE,11,WALTER BRIGGS,DEMOCRAT,FALSE,117725,293098,0.401657466
1992,MICHIGAN,MI,US HOUSE,11,WRITEIN,,TRUE,20,293098,6.82366E-05
1992,MICHIGAN,MI,US HOUSE,12,CHARLES HAHN,LIBERTARIAN,FALSE,2751,261349,0.010526155
1992,MICHIGAN,MI,US HOUSE,12,JOHN PAPPAGEORGE,REPUBLICAN,FALSE,119357,261349,0.456695836
1992,MICHIGAN,MI,US HOUSE,12,R W MONTGOMERY,NATURAL LAW,FALSE,1724,261349,0.006596543
1992,MICHIGAN,MI,US HOUSE,12,SANDER M LEVIN,DEMOCRAT,FALSE,137514,261349,0.526169987
1992,MICHIGAN,MI,US HOUSE,12,WRITEIN,,TRUE,3,261349,1.14789E-05
1992,MICHIGAN,MI,US HOUSE,13,F ROBERT GEAKE,REPUBLICAN,FALSE,105169,245888,0.42771099
1992,MICHIGAN,MI,US HOUSE,13,LARRY ROBERTS,WORKERS LEAGUE,FALSE,1127,245888,0.004583388
1992,MICHIGAN,MI,US HOUSE,13,PAUL STEVEN JENSEN,TISCH INDEPENDENT CITIZENS,FALSE,3314,245888,0.013477681
1992,MICHIGAN,MI,US HOUSE,13,RANDALL F ROE,NO PARTY AFFILIATION,FALSE,8626,245888,0.035081012
1992,MICHIGAN,MI,US HOUSE,13,WILLIAM D FORD,DEMOCRAT,FALSE,127642,245888,0.51910626
1992,MICHIGAN,MI,US HOUSE,13,WRITEIN,,TRUE,10,245888,4.06689E-05
1992,MICHIGAN,MI,US HOUSE,14,D'ARTAGNAN COLLIER,WORKERS LEAGUE,FALSE,1296,200879,0.006451645
1992,MICHIGAN,MI,US HOUSE,14,JOHN CONYERS JR,DEMOCRAT,FALSE,165496,200879,0.823859139
1992,MICHIGAN,MI,US HOUSE,14,JOHN W GORDON,REPUBLICAN,FALSE,32036,200879,0.159479089
1992,MICHIGAN,MI,US HOUSE,14,RICHARD R MILLER,NATURAL LAW,FALSE,2043,200879,0.010170302
1992,MICHIGAN,MI,US HOUSE,14,WRITEIN,,TRUE,8,200879,3.9825E-05
1992,MICHIGAN,MI,US HOUSE,15,BARBARA-ROSE COLLINS,DEMOCRAT,FALSE,148908,184964,0.805064769
1992,MICHIGAN,MI,US HOUSE,15,CHARLES C VINCENT,REPUBLICAN,FALSE,31849,184964,0.172190264
1992,MICHIGAN,MI,US HOUSE,15,JAMES E HARRIS JR,NO PARTY AFFILIATION,FALSE,2704,184964,0.014619061
1992,MICHIGAN,MI,US HOUSE,15,JANE WALKER MEADE,NATURAL LAW,FALSE,1496,184964,0.00808806
1992,MICHIGAN,MI,US HOUSE,15,WRITEIN,,TRUE,7,184964,3.78452E-05
1992,MICHIGAN,MI,US HOUSE,16,FRANK BEAUMONT,REPUBLICAN,FALSE,75694,240936,0.314166418
1992,MICHIGAN,MI,US HOUSE,16,JEFF HAMPTON,LIBERTARIAN,FALSE,2387,240936,0.009907195
1992,MICHIGAN,MI,US HOUSE,16,JOHN D DINGELL,DEMOCRAT,FALSE,156964,240936,0.651475911
1992,MICHIGAN,MI,US HOUSE,16,MARTIN P MCLAUGHLIN,WORKERS LEAGUE,FALSE,1842,240936,0.007645184
1992,MICHIGAN,MI,US HOUSE,16,MAX J SIEGLE,TISCH INDEPENDENT CITIZENS,FALSE,4048,240936,0.016801142
1992,MICHIGAN,MI,US HOUSE,16,WRITEIN,,TRUE,1,240936,4.15048E-06
1992,MINNESOTA,MN,US HOUSE,1,TIMOTHY J PENNY,DEMOCRATIC-FARMER-LABOR,FALSE,206369,279430,0.73853559
1992,MINNESOTA,MN,US HOUSE,1,TIMOTHY R DROOGSMA,INDEPENDENT-REPUBLICAN,FALSE,72367,279430,0.258980782
1992,MINNESOTA,MN,US HOUSE,1,WRITEIN,,TRUE,694,279430,0.002483627
1992,MINNESOTA,MN,US HOUSE,2,CAL R LUDEMAN,INDEPENDENT-REPUBLICAN,FALSE,131587,276403,0.476069362
1992,MINNESOTA,MN,US HOUSE,2,DAVID MINGE,DEMOCRATIC-FARMER-LABOR,FALSE,132156,276403,0.478127951
1992,MINNESOTA,MN,US HOUSE,2,STAN BENTZ,INDEPENDENT,FALSE,12246,276403,0.044304874
1992,MINNESOTA,MN,US HOUSE,2,WRITEIN,,TRUE,414,276403,0.001497813
1992,MINNESOTA,MN,US HOUSE,3,DWIGHT FELLMAN,GRASSROOTS,FALSE,9164,314731,0.029116928
1992,MINNESOTA,MN,US HOUSE,3,JIM RAMSTAD,INDEPENDENT-REPUBLICAN,FALSE,200240,314731,0.636225856
1992,MINNESOTA,MN,US HOUSE,3,PAUL MANDELL,DEMOCRATIC-FARMER-LABOR,FALSE,104606,314731,0.33236637
1992,MINNESOTA,MN,US HOUSE,3,WRITEIN,,TRUE,721,314731,0.002290845
1992,MINNESOTA,MN,US HOUSE,4,BRUCE F VENTO,DEMOCRATIC-FARMER-LABOR,FALSE,159796,277956,0.574896746
1992,MINNESOTA,MN,US HOUSE,4,DAN R VACEK,GRASSROOTS,FALSE,4418,277956,0.015894602
1992,MINNESOTA,MN,US HOUSE,4,IAN MAITLAND,INDEPENDENT-REPUBLICAN,FALSE,101744,277956,0.366043546
1992,MINNESOTA,MN,US HOUSE,4,JAMES L WILLESS,INDEPENDENT,FALSE,6732,277956,0.024219661
1992,MINNESOTA,MN,US HOUSE,4,JO ROTHENBERG,SOCIALIST WORKERS,FALSE,1236,277956,0.004446747
1992,MINNESOTA,MN,US HOUSE,4,LYNN MARVIN JOHNSON,NATURAL LAW,FALSE,3602,277956,0.012958886
1992,MINNESOTA,MN,US HOUSE,4,WRITEIN,,TRUE,428,277956,0.001539812
1992,MINNESOTA,MN,US HOUSE,5,CHRISTOPHER NISAN,SOCIALIST WORKERS,FALSE,2062,277094,0.007441518
1992,MINNESOTA,MN,US HOUSE,5,GLENN MESAROS,INDEPENDENT,FALSE,4809,277094,0.017355121
1992,MINNESOTA,MN,US HOUSE,5,MARTIN OLAV SABO,DEMOCRATIC-FARMER-LABOR,FALSE,174139,277094,0.628447386
1992,MINNESOTA,MN,US HOUSE,5,MARY MELLEN,NATURAL LAW,FALSE,5499,277094,0.019845251
1992,MINNESOTA,MN,US HOUSE,5,RUSSELL B BENTLEY,GRASSROOTS,FALSE,6786,277094,0.024489884
1992,MINNESOTA,MN,US HOUSE,5,SANDRA COLEMAN,NEW ALLIANCE,FALSE,5927,277094,0.021389853
1992,MINNESOTA,MN,US HOUSE,5,STEPHEN A MORIARTY,INDEPENDENT-REPUBLICAN,FALSE,77093,277094,0.278219666
1992,MINNESOTA,MN,US HOUSE,5,WRITEIN,,TRUE,779,277094,0.00281132
1992,MINNESOTA,MN,US HOUSE,6,DEAN BARKLEY,INDEPENDENT,FALSE,48329,301023,0.160549194
1992,MINNESOTA,MN,US HOUSE,6,GERRY SIKORSKI,DEMOCRATIC-FARMER-LABOR,FALSE,100016,301023,0.332253682
1992,MINNESOTA,MN,US HOUSE,6,JAMES H PETERSON,INDEPENDENTS FOR PEROT,FALSE,16411,301023,0.054517429
1992,MINNESOTA,MN,US HOUSE,6,ROD GRAMS,INDEPENDENT-REPUBLICAN,FALSE,133564,301023,0.443700315
1992,MINNESOTA,MN,US HOUSE,6,TOM FIRNSTAHL,NATURAL LAW,FALSE,2400,301023,0.007972813
1992,MINNESOTA,MN,US HOUSE,6,WRITEIN,,TRUE,303,301023,0.001006568
1992,MINNESOTA,MN,US HOUSE,7,BERNIE OMANN,INDEPENDENT-REPUBLICAN,FALSE,130396,265524,0.491089318
1992,MINNESOTA,MN,US HOUSE,7,COLLIN C PETERSON,DEMOCRATIC-FARMER-LABOR,FALSE,133886,265524,0.504233139
1992,MINNESOTA,MN,US HOUSE,7,WRITEIN,,TRUE,1242,265524,0.004677543
1992,MINNESOTA,MN,US HOUSE,8,FLOYD A HENSPETER,TERM LIMITS CANDIDATE,FALSE,8602,283031,0.030392431
1992,MINNESOTA,MN,US HOUSE,8,HARRY ROBB WELTY,PEROT CHOICE,FALSE,22619,283031,0.079917041
1992,MINNESOTA,MN,US HOUSE,8,JAMES L OBERSTAR,DEMOCRATIC-FARMER-LABOR,FALSE,167104,283031,0.590408824
1992,MINNESOTA,MN,US HOUSE,8,PHIL HERWIG,INDEPENDENT-REPUBLICAN,FALSE,83823,283031,0.296161905
1992,MINNESOTA,MN,US HOUSE,8,WRITEIN,,TRUE,883,283031,0.0031198
1992,MISSISSIPPI,MS,US HOUSE,1,CLYDE E WHITAKER,REPUBLICAN,FALSE,82952,204616,0.405403292
1992,MISSISSIPPI,MS,US HOUSE,1,JAMIE L WHITTEN,DEMOCRAT,FALSE,121664,204616,0.594596708
1992,MISSISSIPPI,MS,US HOUSE,2,"DOROTHY ""DOT"" BENFORD",REPUBLICAN,FALSE,41248,174609,0.236230664
1992,MISSISSIPPI,MS,US HOUSE,2,MIKE ESPY,DEMOCRAT,FALSE,133361,174609,0.763769336
1992,MISSISSIPPI,MS,US HOUSE,3,"G V ""SONNY"" MONTGOMERY",DEMOCRAT,FALSE,162864,200574,0.81198959
1992,MISSISSIPPI,MS,US HOUSE,3,MICHAEL E WILLIAMS,REPUBLICAN,FALSE,37710,200574,0.18801041
1992,MISSISSIPPI,MS,US HOUSE,4,JACK L MCMILLAN,REPUBLICAN,FALSE,43705,194544,0.224653549
1992,MISSISSIPPI,MS,US HOUSE,4,JAMES H MEREDITH,INDEPENDENT,FALSE,9389,194544,0.048261576
1992,MISSISSIPPI,MS,US HOUSE,4,LIZ GILCHRIST,INDEPENDENT,FALSE,10523,194544,0.054090591
1992,MISSISSIPPI,MS,US HOUSE,4,MIKE PARKER,DEMOCRAT,FALSE,130927,194544,0.672994284
1992,MISSISSIPPI,MS,US HOUSE,5,GENE TAYLOR,DEMOCRAT,FALSE,120766,191058,0.632090779
1992,MISSISSIPPI,MS,US HOUSE,5,PAUL HARVEY,REPUBLICAN,FALSE,67619,191058,0.353918705
1992,MISSISSIPPI,MS,US HOUSE,5,SHAWN O'HARA,INDEPENDENT,FALSE,2673,191058,0.013990516
1992,MISSOURI,MO,US HOUSE,1,ARTHUR S MONTGOMERY,REPUBLICAN,FALSE,74482,233175,0.319425324
1992,MISSOURI,MO,US HOUSE,1,"WILLIAM ""BILL"" CLAY",DEMOCRAT,FALSE,158693,233175,0.680574676
1992,MISSOURI,MO,US HOUSE,2,JAMES M TALENT,REPUBLICAN,FALSE,157594,312442,0.504394416
1992,MISSOURI,MO,US HOUSE,2,JIM HIGGINS,LIBERTARIAN,FALSE,6119,312442,0.019584435
1992,MISSOURI,MO,US HOUSE,2,JOAN KELLY HORN,DEMOCRAT,FALSE,148729,312442,0.47602115
1992,MISSOURI,MO,US HOUSE,3,MACK HOLEKAMP,REPUBLICAN,FALSE,90006,271834,0.331106484
1992,MISSOURI,MO,US HOUSE,3,RICHARD A GEPHARDT,DEMOCRAT,FALSE,174000,271834,0.640096529
1992,MISSOURI,MO,US HOUSE,3,ROBERT STOCKHAUSEN,LIBERTARIAN,FALSE,7828,271834,0.028796986
1992,MISSOURI,MO,US HOUSE,4,IKE SKELTON,DEMOCRAT,FALSE,176977,251452,0.703820212
1992,MISSOURI,MO,US HOUSE,4,JOHN CARLEY,REPUBLICAN,FALSE,74475,251452,0.296179788
1992,MISSOURI,MO,US HOUSE,5,ALAN WHEAT,DEMOCRAT,FALSE,151014,255312,0.591488062
1992,MISSOURI,MO,US HOUSE,5,"EDWARD ""GOMER"" MOODY",REPUBLICAN,FALSE,93562,255312,0.366461428
1992,MISSOURI,MO,US HOUSE,5,GRANT STAUFFER,LIBERTARIAN,FALSE,4629,255312,0.018130758
1992,MISSOURI,MO,US HOUSE,5,TOM DANAHER,NATURAL LAW,FALSE,6107,255312,0.023919753
1992,MISSOURI,MO,US HOUSE,6,E THOMAS COLEMAN,REPUBLICAN,FALSE,119637,268524,0.445535595
1992,MISSOURI,MO,US HOUSE,6,PAT DANNER,DEMOCRAT,FALSE,148887,268524,0.554464405
1992,MISSOURI,MO,US HOUSE,7,MEL HANCOCK,REPUBLICAN,FALSE,160303,260065,0.616395901
1992,MISSOURI,MO,US HOUSE,7,"THOMAS PATRICK ""PAT"" DEATON",DEMOCRAT,FALSE,99762,260065,0.383604099
1992,MISSOURI,MO,US HOUSE,8,BILL EMERSON,REPUBLICAN,FALSE,147398,234418,0.628782773
1992,MISSOURI,MO,US HOUSE,8,THAD BULLOCK,DEMOCRAT,FALSE,86730,234418,0.369980121
1992,MISSOURI,MO,US HOUSE,8,WRITEIN,,TRUE,290,234418,0.001237106
1992,MISSOURI,MO,US HOUSE,9,DUANE NEIL BURGHARD,INDEPENDENT,FALSE,7265,261335,0.027799568
1992,MISSOURI,MO,US HOUSE,9,HAROLD L WOLKMER,DEMOCRAT,FALSE,124694,261335,0.477142365
1992,MISSOURI,MO,US HOUSE,9,JEFF BARROW,GREEN,FALSE,10565,261335,0.040427038
1992,MISSOURI,MO,US HOUSE,9,RICK HARDY,REPUBLICAN,FALSE,118811,261335,0.454631029
1992,MONTANA,MT,US HOUSE,0,JEROME J WILVERDING,LIBERTARIAN,FALSE,10454,403735,0.025893222
1992,MONTANA,MT,US HOUSE,0,PAT WILLIAMS,DEMOCRAT,FALSE,203711,403735,0.504566114
1992,MONTANA,MT,US HOUSE,0,RON MARLENEE,REPUBLICAN,FALSE,189570,403735,0.469540664
1992,NEBRASKA,NE,US HOUSE,1,DOUG BEREUTER,REPUBLICAN,FALSE,142713,239108,0.596855814
1992,NEBRASKA,NE,US HOUSE,1,GERRY FINNEGAN,DEMOCRAT,FALSE,96309,239108,0.402784516
1992,NEBRASKA,NE,US HOUSE,1,WRITEIN,,TRUE,86,239108,0.00035967
1992,NEBRASKA,NE,US HOUSE,2,PETER HOAGLAND,DEMOCRAT,FALSE,119512,233372,0.512109422
1992,NEBRASKA,NE,US HOUSE,2,RONALD L STASKIEWICZ,REPUBLICAN,FALSE,113828,233372,0.487753458
1992,NEBRASKA,NE,US HOUSE,2,WRITEIN,,TRUE,32,233372,0.00013712
1992,NEBRASKA,NE,US HOUSE,3,BILL BARRETT,REPUBLICAN,FALSE,170857,238355,0.716817352
1992,NEBRASKA,NE,US HOUSE,3,LOWELL FISHER,DEMOCRAT,FALSE,67457,238355,0.283010635
1992,NEBRASKA,NE,US HOUSE,3,WRITEIN,,TRUE,41,238355,0.000172012
1992,NEVADA,NV,US HOUSE,1,J COY PETTYJOHN,REPUBLICAN,FALSE,84217,221488,0.380232789
1992,NEVADA,NV,US HOUSE,1,JAMES H BILBRAY,DEMOCRAT,FALSE,128278,221488,0.57916456
1992,NEVADA,NV,US HOUSE,1,SCOTT A KJAR,LIBERTARIAN,FALSE,8993,221488,0.040602651
1992,NEVADA,NV,US HOUSE,2,BARBARA F VUCANOVICH,REPUBLICAN,FALSE,129575,270461,0.479089407
1992,NEVADA,NV,US HOUSE,2,DAN BECAN,LIBERTARIAN,FALSE,7552,270461,0.027922695
1992,NEVADA,NV,US HOUSE,2,DANIEL M HANSEN,INDEPENDENT AMERICAN,FALSE,13285,270461,0.049119836
1992,NEVADA,NV,US HOUSE,2,DON GOLDEN,POPULIST,FALSE,2850,270461,0.010537564
1992,NEVADA,NV,US HOUSE,2,PETE SFERRAZZA,DEMOCRAT,FALSE,117199,270461,0.433330499
1992,NEW HAMPSHIRE,NH,US HOUSE,1,BOB PRESTON,DEMOCRAT,FALSE,108578,255681,0.424661981
1992,NEW HAMPSHIRE,NH,US HOUSE,1,KNOX BICKFORD,LIBERTARIAN,FALSE,5633,255681,0.022031359
1992,NEW HAMPSHIRE,NH,US HOUSE,1,LINDA SPITZFADEN,NATURAL LAW,FALSE,1997,255681,0.007810514
1992,NEW HAMPSHIRE,NH,US HOUSE,1,RICHARD P BOSA,INDEPENDENT,FALSE,3537,255681,0.013833644
1992,NEW HAMPSHIRE,NH,US HOUSE,1,WILLIAM H ZELIFF JR,REPUBLICAN,FALSE,135936,255681,0.531662501
1992,NEW HAMPSHIRE,NH,US HOUSE,2,BILL HATCH,REPUBLICAN,FALSE,91126,255088,0.357233582
1992,NEW HAMPSHIRE,NH,US HOUSE,2,DICK SWETT,DEMOCRAT,FALSE,157328,255088,0.616759706
1992,NEW HAMPSHIRE,NH,US HOUSE,2,JAMES J BINGHAM,NATURAL LAW,FALSE,657,255088,0.002575582
1992,NEW HAMPSHIRE,NH,US HOUSE,2,JOHN A LEWICKE,LIBERTARIAN,FALSE,5977,255088,0.02343113
1992,NEW JERSEY,NJ,US HOUSE,1,JAMES E SMITH,PRO-LIFE PRO-FAMILY VETERAN,FALSE,3761,228072,0.016490407
1992,NEW JERSEY,NJ,US HOUSE,1,JERRY ZELDIN,LIBERTARIAN,FALSE,2641,228072,0.011579677
1992,NEW JERSEY,NJ,US HOUSE,1,KENNETH L LOWNDES,PRO-LIFE INDEPENDENT CONSERVATIVE,FALSE,2163,228072,0.009483847
1992,NEW JERSEY,NJ,US HOUSE,1,LEE A SOLOMON,REPUBLICAN,FALSE,65123,228072,0.285537023
1992,NEW JERSEY,NJ,US HOUSE,1,NICHOLAS PASTUCH,AMERICAN FIRST POPULIST,FALSE,859,228072,0.003766354
1992,NEW JERSEY,NJ,US HOUSE,1,ROBERT E ANDREWS,DEMOCRAT,FALSE,153525,228072,0.673142692
1992,NEW JERSEY,NJ,US HOUSE,2,ANDREA LIPPI,"FREEDOM, EQUALITY, PROSPERITY",FALSE,1605,237027,0.00677138
1992,NEW JERSEY,NJ,US HOUSE,2,FRANK A LOBIONDO,REPUBLICAN,FALSE,98315,237027,0.41478397
1992,NEW JERSEY,NJ,US HOUSE,2,JOSEPH PONCZEK,ANTI-TAX,FALSE,2067,237027,0.008720526
