year,state,state_po,office,district,candidate,party_detailed,writein,candidatevotes,totalvotes,percentvotes
1976,OHIO,OH,US SENATE,statewide,JOHN O'NEILL,INDEPENDENT,FALSE,53657,3920613,0.01368587
1976,PENNSYLVANIA,PA,US SENATE,statewide,H. JOHN HEINZ III,REPUBLICAN,FALSE,2381891,4546353,0.523912463
1976,PENNSYLVANIA,PA,US SENATE,statewide,FREDERICK W. STANTON,SOCIALIST WORKERS,FALSE,5484,4546353,0.001206242
1976,PENNSYLVANIA,PA,US SENATE,statewide,BERNARD SALERA,LABOR,FALSE,3637,4546353,0.000799982
1976,PENNSYLVANIA,PA,US SENATE,statewide,FRANK KINCES,COMMUNIST,FALSE,2097,4546353,0.000461249
1976,PENNSYLVANIA,PA,US SENATE,statewide,ANDREW J. WATSON,CONSTITUTION,FALSE,26028,4546353,0.005725028
1976,PENNSYLVANIA,PA,US SENATE,statewide,WILLIAM J. GREEN,DEMOCRAT,FALSE,2126977,4546353,0.467842466
1976,PENNSYLVANIA,PA,US SENATE,statewide,OTHER,,FALSE,239,4546353,5.25696E-05
1976,RHODE ISLAND,RI,US SENATE,statewide,RICHARD P. LORBER,DEMOCRAT,FALSE,167665,398906,0.420312053
1976,RHODE ISLAND,RI,US SENATE,statewide,JOHN H. CHAFEE,REPUBLICAN,FALSE,230329,398906,0.577401694
1976,RHODE ISLAND,RI,US SENATE,statewide,MARGARET R. CANN,COMMUNIST,FALSE,912,398906,0.002286253
1976,TENNESSEE,TN,US SENATE,statewide,MARK CLARK BATES,INDEPENDENT,FALSE,5137,1432046,0.003587175
1976,TENNESSEE,TN,US SENATE,statewide,WILLIE C. JACOX,INDEPENDENT,FALSE,1406,1432046,0.000981812
1976,TENNESSEE,TN,US SENATE,statewide,,,TRUE,31,1432046,2.16473E-05
1976,TENNESSEE,TN,US SENATE,statewide,JAMES R. SASSER,DEMOCRAT,FALSE,751180,1432046,0.524550189
1976,TENNESSEE,TN,US SENATE,statewide,ARNOLD JOSEPH ZANDIE,INDEPENDENT,FALSE,1061,1432046,0.000740898
1976,TENNESSEE,TN,US SENATE,statewide,BILL BROCK,REPUBLICAN,FALSE,673231,1432046,0.470118278
1976,TEXAS,TX,US SENATE,statewide,PEDRO VASQUEZ,SOCIALIST WORKERS,FALSE,20549,3874230,0.005304022
1976,TEXAS,TX,US SENATE,statewide,MARJORIE P. GALLION,AMERICAN,FALSE,17355,3874230,0.0044796
1976,TEXAS,TX,US SENATE,statewide,ALAN STEELMAN,REPUBLICAN,FALSE,1636370,3874230,0.422372962
1976,TEXAS,TX,US SENATE,statewide,LLOYD BENTSEN,DEMOCRAT,FALSE,2199956,3874230,0.567843417
1976,UTAH,UT,US SENATE,statewide,STEVE TROTTER,LIBERTARIAN,FALSE,3026,522108,0.005795736
1976,UTAH,UT,US SENATE,statewide,GEORGE MERL BATCHELOR,AMERICAN,FALSE,4913,522108,0.009409931
1976,UTAH,UT,US SENATE,statewide,ORRIN G. HATCH,REPUBLICAN,FALSE,290221,522108,0.555863921
1976,UTAH,UT,US SENATE,statewide,FRANK E. MOSS,DEMOCRAT,FALSE,223948,522108,0.428930413
1976,VERMONT,VT,US SENATE,statewide,ROBERT T. STAFFORD,REPUBLICAN,FALSE,94481,189060,0.499740823
1976,VERMONT,VT,US SENATE,statewide,SCATTER,,FALSE,96,189060,0.000507775
1976,VERMONT,VT,US SENATE,statewide,THOMAS P. SALMON,DEMOCRAT,FALSE,85682,189060,0.453200042
1976,VERMONT,VT,US SENATE,statewide,NANCY KAUFMAN,LIBERTY UNION,FALSE,8801,189060,0.046551359
1976,VIRGINIA,VA,US SENATE,statewide,,,TRUE,154,1557500,9.88764E-05
1976,VIRGINIA,VA,US SENATE,statewide,MARTIN H. PERPER,INDEPENDENT,FALSE,70559,1557500,0.045302729
1976,VIRGINIA,VA,US SENATE,statewide,E. R. (BUD) ZUMWALT,DEMOCRAT,FALSE,596009,1557500,0.382670305
1976,VIRGINIA,VA,US SENATE,statewide,"HARRY F. BYRD, JR.",INDEPENDENT,FALSE,890778,1557500,0.57192809
1976,WASHINGTON,WA,US SENATE,statewide,"WILLIAM F. WERTZ, JR.",LABOR,FALSE,3389,1491111,0.002272802
1976,WASHINGTON,WA,US SENATE,statewide,DAVE SMITH,INDEPENDENT,FALSE,28182,1491111,0.018900001
1976,WASHINGTON,WA,US SENATE,statewide,KARL BERMANN,SOCIALIST WORKERS,FALSE,7402,1491111,0.004964084
1976,WASHINGTON,WA,US SENATE,statewide,HENRY M. JACKSON,DEMOCRAT,FALSE,1071219,1491111,0.718403258
1976,WASHINGTON,WA,US SENATE,statewide,RICHARD K. KENNEY,LIBERTARIAN,FALSE,19373,1491111,0.012992326
1976,WASHINGTON,WA,US SENATE,statewide,GEORGE M. BROWN,REPUBLICAN,FALSE,361546,1491111,0.242467529
1976,WEST VIRGINIA,WV,US SENATE,statewide,ROBERT C. BYRD,DEMOCRAT,FALSE,566359,566359,1
1976,WISCONSIN,WI,US SENATE,statewide,MICHAEL A. MACLAURIN,U.S. LABOR,FALSE,2148,1935183,0.001109973
1976,WISCONSIN,WI,US SENATE,statewide,WILLIAM O. HART,DEMOCRATIC SOCIALIST,FALSE,7354,1935183,0.003800157
1976,WISCONSIN,WI,US SENATE,statewide,ROBERT E. NORDLANDER,SOCIALIST LABOR,FALSE,1731,1935183,0.000894489
1976,WISCONSIN,WI,US SENATE,statewide,WILLIAM PROXMIRE,DEMOCRAT,FALSE,1396970,1935183,0.72188005
1976,WISCONSIN,WI,US SENATE,statewide,ROBERT SCHWARZ,SOCIALIST WORKERS,FALSE,4876,1935183,0.002519658
1976,WISCONSIN,WI,US SENATE,statewide,SCATTER,,FALSE,202,1935183,0.000104383
1976,WISCONSIN,WI,US SENATE,statewide,STANLEY YORK,REPUBLICAN,FALSE,521902,1935183,0.26969129
1976,WYOMING,WY,US SENATE,statewide,GALE MCGEE,DEMOCRAT,FALSE,70558,155368,0.4541347
1976,WYOMING,WY,US SENATE,statewide,MALCOLM WALLOP,REPUBLICAN,FALSE,84810,155368,0.5458653
1978,ALABAMA,AL,US SENATE,statewide,JEROME B. COUCH,PROHIBITION,FALSE,34951,582005,0.060052749
1978,ALABAMA,AL,US SENATE,statewide,JAMES D. MARTIN,REPUBLICAN,FALSE,316170,729842,0.433203351
1978,ALABAMA,AL,US SENATE,statewide,MICHAEL R. A. ERDEY,LIBERTARIAN,FALSE,6006,729842,0.008229178
1978,ALABAMA,AL,US SENATE,statewide,DONALD STEWART,DEMOCRAT,FALSE,401852,729842,0.550601363
1978,ALABAMA,AL,US SENATE,statewide,HOWELL HEFLIN,DEMOCRAT,FALSE,547054,582005,0.939947251
1978,ALABAMA,AL,US SENATE,statewide,A. J. KILLINSWORTH,PROHIBITION,FALSE,5814,729842,0.007966108
1978,ALASKA,AK,US SENATE,statewide,DONALD HOBBS,DEMOCRAT,FALSE,29574,122741,0.240946383
1978,ALASKA,AK,US SENATE,statewide,,,TRUE,384,122741,0.003128539
1978,ALASKA,AK,US SENATE,statewide,TED STEVENS,REPUBLICAN,FALSE,92783,122741,0.755925078
1978,ARKANSAS,AR,US SENATE,statewide,JOHN GRAHAM BLACK,INDEPENDENT,FALSE,37211,517138,0.071955648
1978,ARKANSAS,AR,US SENATE,statewide,,,TRUE,113,517138,0.00021851
1978,ARKANSAS,AR,US SENATE,statewide,DAVID PRYOR,DEMOCRAT,FALSE,395506,517138,0.764797791
1978,ARKANSAS,AR,US SENATE,statewide,TOM KELLY,REPUBLICAN,FALSE,84308,517138,0.163028051
1978,COLORADO,CO,US SENATE,statewide,JOHN SHUE ,NATIONAL STATESMAN,FALSE,2518,819256,0.00307352
1978,COLORADO,CO,US SENATE,statewide,VEDDER V. DRON,UNITED STATES PARTY,FALSE,5789,819256,0.007066167
1978,COLORADO,CO,US SENATE,statewide,FLOYD K. HASKELL,DEMOCRAT,FALSE,330148,819256,0.402985147
1978,COLORADO,CO,US SENATE,statewide,WILLIAM L. ARMSTRONG,REPUBLICAN,FALSE,480801,819256,0.586875165
1978,DELAWARE,DE,US SENATE,statewide,JOSEPH R. BIDEN JR.,DEMOCRAT,FALSE,93930,162072,0.579557234
1978,DELAWARE,DE,US SENATE,statewide,DONALD G. GIES,AMERICAN,FALSE,1663,162072,0.010260872
1978,DELAWARE,DE,US SENATE,statewide,JAMES H. BAXTER JR.,REPUBLICAN,FALSE,66479,162072,0.410181894
1978,GEORGIA,GA,US SENATE,statewide,JOHN W. STOKES,REPUBLICAN,FALSE,108808,645128,0.168661103
1978,GEORGIA,GA,US SENATE,statewide,SAM NUNN,DEMOCRAT,FALSE,536320,645128,0.831338897
1978,IDAHO,ID,US SENATE,statewide,DWIGHT JENSEN,DEMOCRAT,FALSE,89635,284047,0.315563974
1978,IDAHO,ID,US SENATE,statewide,JAMES A. MCCLURE,REPUBLICAN,FALSE,194412,284047,0.684436026
1978,ILLINOIS,IL,US SENATE,statewide,PATRICIA GROGAN,SOCIALIST WORKERS,FALSE,15922,3184764,0.004999429
1978,ILLINOIS,IL,US SENATE,statewide,ALEX SMITH,DEMOCRAT,FALSE,1448187,3184764,0.45472349
1978,ILLINOIS,IL,US SENATE,statewide,BRUCE LEE GREEN,LIBERTARIAN,FALSE,16320,3184764,0.005124399
1978,ILLINOIS,IL,US SENATE,statewide,,,TRUE,159,3184764,4.99252E-05
1978,ILLINOIS,IL,US SENATE,statewide,CHARLES H. PEREY,REPUBLICAN,FALSE,1698711,3184764,0.533386775
1978,ILLINOIS,IL,US SENATE,statewide,GERALD ROSE,SOCIALIST LABOR,FALSE,5465,3184764,0.001715983
1978,IOWA,IA,US SENATE,statewide,ROGER W. JEPSEN,REPUBLICAN,FALSE,421598,824576,0.511290651
