year,state,state_po,office,candidate,party_detailed,writein,candidatevotes,totalvotes,percentvotes
1996,MISSISSIPPI,MS,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1447,893857,0.001618827
1996,MISSOURI,MO,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1025935,2158065,0.475395783
1996,MISSOURI,MO,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,890016,2158065,0.412413899
1996,MISSOURI,MO,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,217188,2158065,0.100640157
1996,MISSOURI,MO,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,11521,2158065,0.005338579
1996,MISSOURI,MO,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,10522,2158065,0.004875664
1996,MISSOURI,MO,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,2287,2158065,0.001059746
1996,MISSOURI,MO,US PRESIDENT,,INDEPENDENT,FALSE,596,2158065,0.000276173
1996,MONTANA,MT,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,179652,407083,0.441315407
1996,MONTANA,MT,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,167922,407083,0.412500645
1996,MONTANA,MT,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,55229,407083,0.135670121
1996,MONTANA,MT,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,2526,407083,0.006205123
1996,MONTANA,MT,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1754,407083,0.004308704
1996,NEBRASKA,NE,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,363467,677415,0.536549973
1996,NEBRASKA,NE,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,236761,677415,0.34950658
1996,NEBRASKA,NE,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,71278,677415,0.105220581
1996,NEBRASKA,NE,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,2792,677415,0.00412155
1996,NEBRASKA,NE,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,1928,677415,0.002846114
1996,NEBRASKA,NE,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1189,677415,0.001755202
1996,NEVADA,NV,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,203974,464279,0.439334969
1996,NEVADA,NV,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,199244,464279,0.429147129
1996,NEVADA,NV,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,43986,464279,0.094740447
1996,NEVADA,NV,US PRESIDENT,NONE OF THE ABOVE,,FALSE,5608,464279,0.012078944
1996,NEVADA,NV,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,4730,464279,0.01018784
1996,NEVADA,NV,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,4460,464279,0.009606293
1996,NEVADA,NV,US PRESIDENT,"PHILLIPS, HOWARD",INDEPENDENT AMERICAN,FALSE,1732,464279,0.003730515
1996,NEVADA,NV,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,545,464279,0.001173863
1996,NEW HAMPSHIRE,NH,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,246166,496597,0.495705773
1996,NEW HAMPSHIRE,NH,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,196486,496597,0.395664895
1996,NEW HAMPSHIRE,NH,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,48387,496597,0.097437157
1996,NEW HAMPSHIRE,NH,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,4214,496597,0.008485754
1996,NEW HAMPSHIRE,NH,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,1344,496597,0.00270642
1996,NEW JERSEY,NJ,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1652361,3075860,0.537202929
1996,NEW JERSEY,NJ,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,1103099,3075860,0.358631082
1996,NEW JERSEY,NJ,US PRESIDENT,,INDEPENDENT,FALSE,320400,3075860,0.104165989
1996,NEW MEXICO,NM,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,273495,556074,0.491832022
1996,NEW MEXICO,NM,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,232751,556074,0.418561199
1996,NEW MEXICO,NM,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,32257,556074,0.058008466
1996,NEW MEXICO,NM,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,13218,556074,0.023770218
1996,NEW MEXICO,NM,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,2996,556074,0.005387772
1996,NEW MEXICO,NM,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,713,556074,0.001282203
1996,NEW MEXICO,NM,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,644,556074,0.001158119
1996,NEW YORK,NY,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,3649630,6439129,0.56678939
1996,NEW YORK,NY,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,1738707,6439129,0.270022079
1996,NEW YORK,NY,US PRESIDENT,"PEROT, ROSS",INDEPENDENCE,FALSE,503458,6439129,0.078187283
1996,NEW YORK,NY,US PRESIDENT,"DOLE, ROBERT",CONSERVATIVE,FALSE,183392,6439129,0.028480871
1996,NEW YORK,NY,US PRESIDENT,BLANK VOTE/SCATTERING,,FALSE,123000,6439129,0.019101962
1996,NEW YORK,NY,US PRESIDENT,"CLINTON, BILL",LIBERAL PARTY,FALSE,106547,6439129,0.016546803
1996,NEW YORK,NY,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,75956,6439129,0.011796005
1996,NEW YORK,NY,US PRESIDENT,"PHILLIPS, HOWARD",RIGHT-TO-LIFE,FALSE,23580,6439129,0.003661986
1996,NEW YORK,NY,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,12220,6439129,0.001897772
1996,NEW YORK,NY,US PRESIDENT,"DOLE, ROBERT",FREEDOM,FALSE,11393,6439129,0.001769339
1996,NEW YORK,NY,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,5011,6439129,0.000778211
1996,NEW YORK,NY,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,3473,6439129,0.000539359
1996,NEW YORK,NY,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,2762,6439129,0.00042894
1996,NORTH CAROLINA,NC,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,1225938,2515807,0.487294137
1996,NORTH CAROLINA,NC,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1107849,2515807,0.440355321
1996,NORTH CAROLINA,NC,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,168059,2515807,0.066801229
1996,NORTH CAROLINA,NC,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,8740,2515807,0.003474034
1996,NORTH CAROLINA,NC,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,2771,2515807,0.001101436
1996,NORTH CAROLINA,NC,US PRESIDENT,,,TRUE,2450,2515807,0.000973843
1996,NORTH DAKOTA,ND,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,125050,266411,0.469387525
1996,NORTH DAKOTA,ND,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,106905,266411,0.401278476
1996,NORTH DAKOTA,ND,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,32515,266411,0.122048264
1996,NORTH DAKOTA,ND,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,847,266411,0.003179298
1996,NORTH DAKOTA,ND,US PRESIDENT,"PHILLIPS, HOWARD",INDEPENDENT NOMINATION,FALSE,745,266411,0.002796431
1996,NORTH DAKOTA,ND,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,349,266411,0.001310006
1996,OHIO,OH,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,2148222,4534434,0.473757474
1996,OHIO,OH,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,1859883,4534434,0.410168722
1996,OHIO,OH,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,483207,4534434,0.106563906
1996,OHIO,OH,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,12851,4534434,0.002834091
1996,OHIO,OH,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,10813,4534434,0.002384642
1996,OHIO,OH,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,9120,4534434,0.002011276
1996,OHIO,OH,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,7361,4534434,0.001623356
1996,OHIO,OH,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,2962,4534434,0.000653224
1996,OHIO,OH,US PRESIDENT,OTHER,,FALSE,15,4534434,3.30802E-06
1996,OKLAHOMA,OK,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,582315,1206713,0.482562962
1996,OKLAHOMA,OK,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,488105,1206713,0.404491375
1996,OKLAHOMA,OK,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,130788,1206713,0.108383684
1996,OKLAHOMA,OK,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,5505,1206713,0.00456198
1996,OREGON,OR,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,649641,1377760,0.471519713
1996,OREGON,OR,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,538152,1377760,0.390599234
1996,OREGON,OR,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,121221,1377760,0.087984119
1996,OREGON,OR,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,49415,1377760,0.035866189
1996,OREGON,OR,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,8903,1377760,0.006461938
1996,OREGON,OR,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,3379,1377760,0.002452532
1996,OREGON,OR,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,2798,1377760,0.002030833
1996,OREGON,OR,US PRESIDENT,OTHER,,FALSE,2329,1377760,0.001690425
1996,OREGON,OR,US PRESIDENT,"HOLLIS, MARY CAL",SOCIALIST,FALSE,1922,1377760,0.001395018
1996,PENNSYLVANIA,PA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,2215819,4501307,0.492261248
1996,PENNSYLVANIA,PA,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,1801169,4501307,0.400143558
1996,PENNSYLVANIA,PA,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,430984,4501307,0.095746413
1996,PENNSYLVANIA,PA,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,28000,4501307,0.006220416
1996,PENNSYLVANIA,PA,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,19552,4501307,0.004343627
1996,PENNSYLVANIA,PA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,5783,4501307,0.001284738
1996,RHODE ISLAND,RI,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,233050,390247,0.597185885
1996,RHODE ISLAND,RI,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,104683,390247,0.268248058
1996,RHODE ISLAND,RI,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,43723,390247,0.112039298
1996,RHODE ISLAND,RI,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,6040,390247,0.015477377
1996,RHODE ISLAND,RI,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,1109,390247,0.00284179
1996,RHODE ISLAND,RI,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,1021,390247,0.002616292
1996,RHODE ISLAND,RI,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,435,390247,0.001114679
1996,RHODE ISLAND,RI,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,186,390247,0.000476621
1996,SOUTH CAROLINA,SC,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,573339,1150182,0.498476763
1996,SOUTH CAROLINA,SC,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,506152,1150182,0.440062529
1996,SOUTH CAROLINA,SC,US PRESIDENT,"PEROT, ROSS",PATRIOT PARTY,FALSE,36913,1150182,0.032093182
1996,SOUTH CAROLINA,SC,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,27464,1150182,0.02387796
1996,SOUTH CAROLINA,SC,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,4271,1150182,0.003713325
1996,SOUTH CAROLINA,SC,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,2043,1150182,0.001776241
1996,SOUTH DAKOTA,SD,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,150543,323826,0.464888551
1996,SOUTH DAKOTA,SD,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,139333,323826,0.430271195
1996,SOUTH DAKOTA,SD,US PRESIDENT,,INDEPENDENT,FALSE,32478,323826,0.100294603
1996,SOUTH DAKOTA,SD,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,1472,323826,0.004545651
1996,TENNESSEE,TN,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,909146,1894105,0.479987118
1996,TENNESSEE,TN,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,863530,1894105,0.455903976
1996,TENNESSEE,TN,US PRESIDENT,,INDEPENDENT,FALSE,121239,1894105,0.064008595
1996,TENNESSEE,TN,US PRESIDENT,,,TRUE,190,1894105,0.000100311
1996,TEXAS,TX,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,2736167,5611644,0.487587416
1996,TEXAS,TX,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,2459683,5611644,0.438317719
1996,TEXAS,TX,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,378537,5611644,0.067455633
1996,TEXAS,TX,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,20256,5611644,0.003609637
1996,TEXAS,TX,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,7472,5611644,0.001331517
1996,TEXAS,TX,US PRESIDENT,,,TRUE,5107,5611644,0.000910072
1996,TEXAS,TX,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,4422,5611644,0.000788004
1996,UTAH,UT,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,361911,665629,0.543712789
1996,UTAH,UT,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,221633,665629,0.332967764
1996,UTAH,UT,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,66461,665629,0.099846912
1996,UTAH,UT,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,4615,665629,0.006933292
1996,UTAH,UT,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,4129,665629,0.006203155
1996,UTAH,UT,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,2601,665629,0.003907582
1996,UTAH,UT,US PRESIDENT,"TEMPLIN, DIANE",INDEPENDENT AMERICAN,FALSE,1290,665629,0.001938017
1996,UTAH,UT,US PRESIDENT,"CRANE, PETER",INDEPENDENT,FALSE,1101,665629,0.001654075
1996,UTAH,UT,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1085,665629,0.001630037
1996,UTAH,UT,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,298,665629,0.000447697
1996,UTAH,UT,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,235,665629,0.00035305
1996,UTAH,UT,US PRESIDENT,,,TRUE,159,665629,0.000238872
1996,UTAH,UT,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,111,665629,0.00016676
1996,VERMONT,VT,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,137894,258449,0.533544336
1996,VERMONT,VT,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,80352,258449,0.310900797
1996,VERMONT,VT,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,31024,258449,0.120039157
1996,VERMONT,VT,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,5585,258449,0.021609679
1996,VERMONT,VT,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,1183,258449,0.004577305
1996,VERMONT,VT,US PRESIDENT,,,TRUE,560,258449,0.002166772
1996,VERMONT,VT,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,498,258449,0.001926879
1996,VERMONT,VT,US PRESIDENT,"PERON, DENNIS",GRASSROOTS,FALSE,480,258449,0.001857233
1996,VERMONT,VT,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,382,258449,0.001478048
1996,VERMONT,VT,US PRESIDENT,"HOLLIS, MARY CAL",LIBERTY UNION PARTY,FALSE,292,258449,0.001129817
1996,VERMONT,VT,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,199,258449,0.000769978
1996,VIRGINIA,VA,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,1138350,2416642,0.471046187
1996,VIRGINIA,VA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1091060,2416642,0.451477712
1996,VIRGINIA,VA,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,159861,2416642,0.066150054
1996,VIRGINIA,VA,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,13687,2416642,0.005663644
1996,VIRGINIA,VA,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,9174,2416642,0.003796177
1996,VIRGINIA,VA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,4510,2416642,0.001866226
1996,WASHINGTON,WA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1123323,2253837,0.49840472
1996,WASHINGTON,WA,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,840712,2253837,0.373013665
1996,WASHINGTON,WA,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,201003,2253837,0.089182581
1996,WASHINGTON,WA,US PRESIDENT,,INDEPENDENT,FALSE,62696,2253837,0.027817451
1996,WASHINGTON,WA,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,12522,2253837,0.005555859
1996,WASHINGTON,WA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,6076,2253837,0.002695847
1996,WASHINGTON,WA,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,4578,2253837,0.002031203
1996,WASHINGTON,WA,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,2189,2253837,0.000971233
1996,WASHINGTON,WA,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,738,2253837,0.000327442
1996,WEST VIRGINIA,WV,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,327812,636459,0.515055958
1996,WEST VIRGINIA,WV,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,233946,636459,0.367574345
1996,WEST VIRGINIA,WV,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,71639,636459,0.112558704
1996,WEST VIRGINIA,WV,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,3062,636459,0.004810993
1996,WISCONSIN,WI,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1071971,2196169,0.488109522
1996,WISCONSIN,WI,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,845029,2196169,0.384774123
1996,WISCONSIN,WI,US PRESIDENT,"PEROT, ROSS",REFORM PARTY,FALSE,227339,2196169,0.103516168
1996,WISCONSIN,WI,US PRESIDENT,,INDEPENDENT,FALSE,32766,2196169,0.014919617
1996,WISCONSIN,WI,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,8811,2196169,0.004011986
1996,WISCONSIN,WI,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,7929,2196169,0.003610378
1996,WISCONSIN,WI,US PRESIDENT,SCATTERING,,FALSE,2324,2196169,0.001058206
1996,WYOMING,WY,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,FALSE,105388,211571,0.498121198
1996,WYOMING,WY,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,77934,211571,0.368358612
1996,WYOMING,WY,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,25928,211571,0.122549877
1996,WYOMING,WY,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,1739,211571,0.008219463
1996,WYOMING,WY,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,582,211571,0.00275085
2000,ALABAMA,AL,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,941173,1666272,0.564837554
2000,ALABAMA,AL,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,692611,1666272,0.415665029
2000,ALABAMA,AL,US PRESIDENT,,INDEPENDENT,FALSE,25896,1666272,0.01554128
2000,ALABAMA,AL,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,5893,1666272,0.003536637
2000,ALABAMA,AL,US PRESIDENT,,,TRUE,699,1666272,0.000419499
2000,ALASKA,AK,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,167398,285560,0.586209553
2000,ALASKA,AK,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,79004,285560,0.276663398
2000,ALASKA,AK,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,28747,285560,0.100668861
2000,ALASKA,AK,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,5192,285560,0.018181818
2000,ALASKA,AK,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,2636,285560,0.009230985
2000,ALASKA,AK,US PRESIDENT,,,TRUE,1068,285560,0.00374002
2000,ALASKA,AK,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,919,285560,0.003218238
2000,ALASKA,AK,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,596,285560,0.002087127
2000,ARIZONA,AZ,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,781652,1532016,0.510211382
2000,ARIZONA,AZ,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,685341,1532016,0.44734585
2000,ARIZONA,AZ,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,45645,1532016,0.029794075
2000,ARIZONA,AZ,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,12373,1532016,0.008076286
2000,ARIZONA,AZ,US PRESIDENT,"L. NEIL, SMITH",LIBERTARIAN,FALSE,5775,1532016,0.003769543
2000,ARIZONA,AZ,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1120,1532016,0.000731063
2000,ARIZONA,AZ,US PRESIDENT,,,TRUE,110,1532016,7.18008E-05
2000,ARKANSAS,AR,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,472940,921781,0.513071977
2000,ARKANSAS,AR,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,422768,921781,0.458642563
2000,ARKANSAS,AR,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,13421,921781,0.014559857
2000,ARKANSAS,AR,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,7358,921781,0.007982373
2000,ARKANSAS,AR,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,2781,921781,0.003016986
2000,ARKANSAS,AR,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,1415,921781,0.001535072
2000,ARKANSAS,AR,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1098,921781,0.001191172
2000,CALIFORNIA,CA,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,5861203,10965822,0.534497368
2000,CALIFORNIA,CA,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,4567429,10965822,0.416514968
2000,CALIFORNIA,CA,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,418707,10965822,0.038182911
2000,CALIFORNIA,CA,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,45520,10965822,0.00415108
2000,CALIFORNIA,CA,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,44987,10965822,0.004102474
2000,CALIFORNIA,CA,US PRESIDENT,"PHILLIPS, HOWARD",AMERICAN INDEPENDENT PARTY,FALSE,17042,10965822,0.001554101
2000,CALIFORNIA,CA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,10934,10965822,0.000997098
2000,COLORADO,CO,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,883748,1741368,0.507502148
2000,COLORADO,CO,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,738227,1741368,0.42393509
2000,COLORADO,CO,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,91434,1741368,0.052506995
2000,COLORADO,CO,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,FALSE,12799,1741368,0.007349969
2000,COLORADO,CO,US PRESIDENT,"HAGELIN, JOHN",FREEDOM,FALSE,10465,1741368,0.006009643
2000,COLORADO,CO,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,2240,1741368,0.001286345
2000,COLORADO,CO,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,FALSE,1319,1741368,0.00075745
2000,COLORADO,CO,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,FALSE,712,1741368,0.000408874
2000,COLORADO,CO,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,216,1741368,0.00012404
2000,COLORADO,CO,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,208,1741368,0.000119446
2000,CONNECTICUT,CT,US PRESIDENT,"GORE, AL",DEMOCRAT,FALSE,816015,1459525,0.559096281
2000,CONNECTICUT,CT,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,561094,1459525,0.384436032
2000,CONNECTICUT,CT,US PRESIDENT,"NADER, RALPH",GREEN,FALSE,64452,1459525,0.044159572
2000,CONNECTICUT,CT,US PRESIDENT,"PHILLIPS, HOWARD",CONCERNED CITIZENS,FALSE,9695,1459525,0.006642572
2000,CONNECTICUT,CT,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,4731,1459525,0.003241466
