year,state,state_po,office,candidate,party_detailed,writein,candidatevotes,totalvotes,percentvotes
1984,MAINE,ME,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,214515,553144,0.387810407
1984,MAINE,ME,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1292,553144,0.002335739
1984,MAINE,ME,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,755,553144,0.001364925
1984,MAINE,ME,US PRESIDENT,OTHER,,FALSE,82,553144,0.000148243
1984,MARYLAND,MD,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,879918,1675873,0.525050526
1984,MARYLAND,MD,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,787935,1675873,0.470163909
1984,MARYLAND,MD,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,5721,1675873,0.003413743
1984,MARYLAND,MD,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,898,1675873,0.00053584
1984,MARYLAND,MD,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,745,1675873,0.000444544
1984,MARYLAND,MD,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,656,1675873,0.000391438
1984,MASSACHUSETTS,MA,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1310936,2559383,0.512207825
1984,MASSACHUSETTS,MA,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,1239606,2559383,0.484337827
1984,MASSACHUSETTS,MA,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,7998,2559383,0.003124972
1984,MASSACHUSETTS,MA,US PRESIDENT,OTHER,,FALSE,843,2559383,0.000329376
1984,MICHIGAN,MI,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,2251571,3801658,0.592260272
1984,MICHIGAN,MI,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,1529638,3801658,0.402360759
1984,MICHIGAN,MI,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,10055,3801658,0.002644899
1984,MICHIGAN,MI,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,3862,3801658,0.001015873
1984,MICHIGAN,MI,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,1416,3801658,0.000372469
1984,MICHIGAN,MI,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,1191,3801658,0.000313284
1984,MICHIGAN,MI,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,1049,3801658,0.000275932
1984,MICHIGAN,MI,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1048,3801658,0.000275669
1984,MICHIGAN,MI,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,665,3801658,0.000174924
1984,MICHIGAN,MI,US PRESIDENT,OTHER,,FALSE,602,3801658,0.000158352
1984,MICHIGAN,MI,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,561,3801658,0.000147567
1984,MINNESOTA,MN,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,1036364,2084449,0.497188466
1984,MINNESOTA,MN,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1032603,2084449,0.495384152
1984,MINNESOTA,MN,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,3865,2084449,0.001854207
1984,MINNESOTA,MN,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,3180,2084449,0.001525583
1984,MINNESOTA,MN,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,2996,2084449,0.00143731
1984,MINNESOTA,MN,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,2377,2084449,0.001140349
1984,MINNESOTA,MN,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,1219,2084449,0.000584807
1984,MINNESOTA,MN,US PRESIDENT,OTHER,,FALSE,723,2084449,0.000346854
1984,MINNESOTA,MN,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,630,2084449,0.000302238
1984,MINNESOTA,MN,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,260,2084449,0.000124733
1984,MINNESOTA,MN,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,232,2084449,0.0001113
1984,MISSISSIPPI,MS,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,582377,941104,0.618823212
1984,MISSISSIPPI,MS,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,352192,941104,0.374232816
1984,MISSISSIPPI,MS,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,2336,941104,0.002482191
1984,MISSISSIPPI,MS,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,1169,941104,0.001242158
1984,MISSISSIPPI,MS,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,1032,941104,0.001096584
1984,MISSISSIPPI,MS,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,1001,941104,0.001063644
1984,MISSISSIPPI,MS,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,641,941104,0.000681115
1984,MISSISSIPPI,MS,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,356,941104,0.000378279
1984,MISSOURI,MO,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1274188,2122771,0.600247507
1984,MISSOURI,MO,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,848583,2122771,0.399752493
1984,MONTANA,MT,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,232450,384377,0.604744821
1984,MONTANA,MT,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,146742,384377,0.381765818
1984,MONTANA,MT,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,5185,384377,0.013489361
1984,NEBRASKA,NE,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,460054,652090,0.705506909
1984,NEBRASKA,NE,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,187866,652090,0.288098269
1984,NEBRASKA,NE,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,2079,652090,0.00318821
1984,NEBRASKA,NE,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,1066,652090,0.001634744
1984,NEBRASKA,NE,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,1025,652090,0.001571869
1984,NEVADA,NV,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,188770,282717,0.667699502
1984,NEVADA,NV,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,91655,282717,0.324193451
1984,NEVADA,NV,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,2292,282717,0.008107047
1984,NEW HAMPSHIRE,NH,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,267050,388904,0.686673318
1984,NEW HAMPSHIRE,NH,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,120347,388904,0.30945169
1984,NEW HAMPSHIRE,NH,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,735,388904,0.001889927
1984,NEW HAMPSHIRE,NH,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,467,388904,0.00120081
1984,NEW HAMPSHIRE,NH,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,305,388904,0.000784255
1984,NEW JERSEY,NJ,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1933630,3217862,0.600905197
1984,NEW JERSEY,NJ,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,1261323,3217862,0.391975479
1984,NEW JERSEY,NJ,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,8404,3217862,0.002611672
1984,NEW JERSEY,NJ,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,6416,3217862,0.00199387
1984,NEW JERSEY,NJ,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,2293,3217862,0.000712585
1984,NEW JERSEY,NJ,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,1721,3217862,0.000534827
1984,NEW JERSEY,NJ,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1564,3217862,0.000486037
1984,NEW JERSEY,NJ,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,1264,3217862,0.000392807
1984,NEW JERSEY,NJ,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,1247,3217862,0.000387524
1984,NEW MEXICO,NM,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,307101,514370,0.597042985
1984,NEW MEXICO,NM,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,201769,514370,0.392264323
1984,NEW MEXICO,NM,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,4459,514370,0.008668857
1984,NEW MEXICO,NM,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,455,514370,0.000884577
1984,NEW MEXICO,NM,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,224,514370,0.000435484
1984,NEW MEXICO,NM,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,206,514370,0.00040049
1984,NEW MEXICO,NM,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,155,514370,0.00030134
1984,NEW MEXICO,NM,US PRESIDENT,OTHER,,FALSE,1,514370,1.94413E-06
1984,NEW YORK,NY,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,3376519,6806810,0.496050132
1984,NEW YORK,NY,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,3001285,6806810,0.440923869
1984,NEW YORK,NY,US PRESIDENT,"REAGAN, RONALD",CONSERVATIVE,FALSE,288244,6806810,0.042346415
1984,NEW YORK,NY,US PRESIDENT,"MONDALE, WALTER",LIBERAL PARTY,FALSE,118324,6806810,0.017383179
1984,NEW YORK,NY,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,11949,6806810,0.001755448
1984,NEW YORK,NY,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,4226,6806810,0.000620849
1984,NEW YORK,NY,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,3200,6806810,0.000470117
1984,NEW YORK,NY,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,2226,6806810,0.000327025
1984,NEW YORK,NY,US PRESIDENT,OTHER,,FALSE,837,6806810,0.000122965
1984,NORTH CAROLINA,NC,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1346481,2175361,0.61896899
1984,NORTH CAROLINA,NC,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,824287,2175361,0.378919637
1984,NORTH CAROLINA,NC,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,3794,2175361,0.001744078
1984,NORTH CAROLINA,NC,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,799,2175361,0.000367295
1984,NORTH DAKOTA,ND,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,200336,308971,0.648397422
1984,NORTH DAKOTA,ND,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,104429,308971,0.33798965
1984,NORTH DAKOTA,ND,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,1278,308971,0.004136311
1984,NORTH DAKOTA,ND,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,1077,308971,0.003485764
1984,NORTH DAKOTA,ND,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,703,308971,0.002275294
1984,NORTH DAKOTA,ND,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,368,308971,0.00119105
1984,NORTH DAKOTA,ND,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,239,308971,0.000773535
1984,NORTH DAKOTA,ND,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,220,308971,0.000712041
1984,NORTH DAKOTA,ND,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,169,308971,0.000546977
1984,NORTH DAKOTA,ND,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,152,308971,0.000491956
1984,OHIO,OH,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,2678559,4563235,0.586986863
1984,OHIO,OH,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,1825440,4563235,0.400031995
1984,OHIO,OH,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,24180,4563235,0.005298872
1984,OHIO,OH,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,10693,4563235,0.002343294
1984,OHIO,OH,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,7130,4563235,0.001562488
1984,OHIO,OH,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,5886,4563235,0.001289874
1984,OHIO,OH,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,4438,4563235,0.000972556
1984,OHIO,OH,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,4344,4563235,0.000951956
1984,OHIO,OH,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,2565,4563235,0.000562101
1984,OKLAHOMA,OK,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,861530,1255676,0.686108518
1984,OKLAHOMA,OK,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,385080,1255676,0.306671466
1984,OKLAHOMA,OK,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,9066,1255676,0.007220015
1984,OREGON,OR,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,685700,1226527,0.559058219
1984,OREGON,OR,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,536479,1226527,0.437396812
1984,OREGON,OR,US PRESIDENT,OTHER,,FALSE,4348,1226527,0.003544969
1984,PENNSYLVANIA,PA,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,2584323,4844903,0.533410679
1984,PENNSYLVANIA,PA,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,2228131,4844903,0.459891767
1984,PENNSYLVANIA,PA,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,21628,4844903,0.004464073
1984,PENNSYLVANIA,PA,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,6982,4844903,0.001441102
1984,PENNSYLVANIA,PA,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,2059,4844903,0.000424983
1984,PENNSYLVANIA,PA,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1780,4844903,0.000367396
1984,RHODE ISLAND,RI,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,212080,410489,0.516652091
1984,RHODE ISLAND,RI,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,197106,410489,0.480173647
1984,RHODE ISLAND,RI,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,510,410489,0.001242421
1984,RHODE ISLAND,RI,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,277,410489,0.000674805
1984,RHODE ISLAND,RI,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,240,410489,0.000584669
1984,RHODE ISLAND,RI,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,91,410489,0.000221687
1984,RHODE ISLAND,RI,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,75,410489,0.000182709
1984,RHODE ISLAND,RI,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,61,410489,0.000148603
1984,RHODE ISLAND,RI,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,49,410489,0.00011937
1984,SOUTH CAROLINA,SC,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,615539,968529,0.635540082
1984,SOUTH CAROLINA,SC,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,344459,968529,0.355651715
1984,SOUTH CAROLINA,SC,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,4359,968529,0.00450064
1984,SOUTH CAROLINA,SC,US PRESIDENT,"DENNIS, DELMAR",AMERICAN,FALSE,3490,968529,0.003603403
1984,SOUTH CAROLINA,SC,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,682,968529,0.000704161
1984,SOUTH DAKOTA,SD,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,200267,317867,0.630033945
1984,SOUTH DAKOTA,SD,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,116113,317867,0.365287998
1984,SOUTH DAKOTA,SD,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,1150,317867,0.003617865
1984,SOUTH DAKOTA,SD,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,337,317867,0.001060192
1984,TENNESSEE,TN,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,990212,1711993,0.578397225
1984,TENNESSEE,TN,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,711714,1711993,0.415722494
1984,TENNESSEE,TN,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,3072,1711993,0.0017944
1984,TENNESSEE,TN,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,1852,1711993,0.00108178
1984,TENNESSEE,TN,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,1763,1711993,0.001029794
1984,TENNESSEE,TN,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1036,1711993,0.000605143
1984,TENNESSEE,TN,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,978,1711993,0.000571264
1984,TENNESSEE,TN,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,715,1711993,0.000417642
1984,TENNESSEE,TN,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,524,1711993,0.000306076
1984,TENNESSEE,TN,US PRESIDENT,OTHER,,FALSE,127,1711993,7.41825E-05
1984,TEXAS,TX,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,3433428,5397571,0.63610613
1984,TEXAS,TX,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,1949276,5397571,0.361139483
1984,TEXAS,TX,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,14613,5397571,0.002707329
1984,TEXAS,TX,US PRESIDENT,OTHER,,FALSE,254,5397571,4.70582E-05
1984,UTAH,UT,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,469105,629656,0.745017915
1984,UTAH,UT,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,155369,629656,0.246752195
1984,UTAH,UT,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,2447,629656,0.003886249
1984,UTAH,UT,US PRESIDENT,"DENNIS, DELMAR",AMERICAN,FALSE,1345,629656,0.002136087
1984,UTAH,UT,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,844,629656,0.001340414
1984,UTAH,UT,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,220,629656,0.000349397
1984,UTAH,UT,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,184,629656,0.000292223
1984,UTAH,UT,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,142,629656,0.00022552
1984,VERMONT,VT,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,135865,234561,0.579230989
1984,VERMONT,VT,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,95730,234561,0.408124113
1984,VERMONT,VT,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,1002,234561,0.00427181
1984,VERMONT,VT,US PRESIDENT,OTHER,,FALSE,712,234561,0.003035458
1984,VERMONT,VT,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,423,234561,0.001803369
1984,VERMONT,VT,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,323,234561,0.001377041
1984,VERMONT,VT,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,264,234561,0.001125507
1984,VERMONT,VT,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,127,234561,0.000541437
1984,VERMONT,VT,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,115,234561,0.000490278
1984,VIRGINIA,VA,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1337078,2146635,0.622871611
1984,VIRGINIA,VA,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,796250,2146635,0.370929385
1984,VIRGINIA,VA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,13307,2146635,0.006199004
1984,WASHINGTON,WA,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1051670,1874910,0.560917591
1984,WASHINGTON,WA,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,798352,1874910,0.425808172
1984,WASHINGTON,WA,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,8844,1874910,0.004717026
1984,WASHINGTON,WA,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,5724,1874910,0.003052947
1984,WASHINGTON,WA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,4712,1874910,0.002513187
1984,WASHINGTON,WA,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,1891,1874910,0.001008582
1984,WASHINGTON,WA,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,1654,1874910,0.000882176
1984,WASHINGTON,WA,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,814,1874910,0.000434154
1984,WASHINGTON,WA,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,641,1874910,0.000341883
1984,WASHINGTON,WA,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,608,1874910,0.000324282
1984,WEST VIRGINIA,WV,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,405483,735742,0.551121181
1984,WEST VIRGINIA,WV,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,328125,735742,0.445978346
1984,WEST VIRGINIA,WV,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,996,735742,0.001353735
1984,WEST VIRGINIA,WV,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,645,735742,0.000876666
1984,WEST VIRGINIA,WV,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,493,735742,0.000670072
1984,WISCONSIN,WI,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1198584,2211689,0.541931528
1984,WISCONSIN,WI,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,995740,2211689,0.450217006
1984,WISCONSIN,WI,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,4883,2211689,0.002207815
1984,WISCONSIN,WI,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,3864,2211689,0.001747081
1984,WISCONSIN,WI,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,3791,2211689,0.001714075
1984,WISCONSIN,WI,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,1456,2211689,0.00065832
1984,WISCONSIN,WI,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,1006,2211689,0.000454856
1984,WISCONSIN,WI,US PRESIDENT,OTHER,,FALSE,706,2211689,0.000319213
1984,WISCONSIN,WI,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,619,2211689,0.000279877
1984,WISCONSIN,WI,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,596,2211689,0.000269477
1984,WISCONSIN,WI,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,444,2211689,0.000200752
1984,WYOMING,WY,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,133241,188968,0.705098218
1984,WYOMING,WY,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,53370,188968,0.282428771
1984,WYOMING,WY,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,2357,188968,0.012473011
1988,ALABAMA,AL,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,815576,1378476,0.591650489
1988,ALABAMA,AL,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,549506,1378476,0.398632983
1988,ALABAMA,AL,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,8460,1378476,0.006137212
1988,ALABAMA,AL,US PRESIDENT,"WINN, EDWARD",INDEPENDENT,FALSE,4428,1378476,0.003212243
1988,ALABAMA,AL,US PRESIDENT,,,TRUE,506,1378476,0.000367072
1988,ALASKA,AK,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,119251,200116,0.595909373
1988,ALASKA,AK,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,72584,200116,0.362709628
1988,ALASKA,AK,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,5484,200116,0.027404106
1988,ALASKA,AK,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1024,200116,0.005117032
1988,ALASKA,AK,US PRESIDENT,,,TRUE,957,200116,0.004782226
1988,ALASKA,AK,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,FALSE,816,200116,0.004077635
1988,ARIZONA,AZ,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,702541,1171873,0.599502676
1988,ARIZONA,AZ,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,454029,1171873,0.387438741
1988,ARIZONA,AZ,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,13351,1171873,0.011392873
1988,ARIZONA,AZ,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1662,1171873,0.001418242
1988,ARIZONA,AZ,US PRESIDENT,,,TRUE,290,1171873,0.000247467
1988,ARKANSAS,AR,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,466578,827738,0.563678362
1988,ARKANSAS,AR,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,349237,827738,0.421917322
1988,ARKANSAS,AR,US PRESIDENT,"DODGE, EARL",POPULIST,FALSE,5146,827738,0.006216943
1988,ARKANSAS,AR,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3297,827738,0.003983144
1988,ARKANSAS,AR,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,2161,827738,0.002610729
